Rank,Release Group,Worldwide,Domestic,Domestic_percent,Foreign,Foreign_percent,year
195,A Haunted House 2,25358716.0,"1,73,29,486",68.30%,"80,29,230",31.70%,2014
196,And So It Goes,25312387.0,"1,51,60,801",59.90%,"1,01,51,586",40.10%,2014
197,Kung Fu Jungle,24070765.0,"1,29,784",0.50%,"2,39,40,981",99.50%,2014
198,Hot Road,22916313.0,0,0,"2,29,16,313",100%,2014
199,Fading Gigolo,22706304.0,"37,69,873",16.60%,"1,89,36,431",83.40%,2014
0,Star Wars: Episode VII 0 The Force Awakens,2068223624.0,"93,66,62,225",45.30%,"1,13,15,61,399",54.70%,2015
1,Jurassic World,1670400637.0,"65,22,70,625",39%,"1,01,81,30,012",61%,2015
2,Furious 7,1515047671.0,"35,30,07,020",23.30%,"1,16,20,40,651",76.70%,2015
3,Avengers: Age of Ultron,1402805868.0,"45,90,05,868",32.70%,"94,38,00,000",67.30%,2015
4,Minions,1159398397.0,"33,60,45,770",29%,"82,33,52,627",71%,2015
5,Spectre,880674609.0,"20,00,74,609",22.70%,"68,06,00,000",77.30%,2015
6,Inside Out,858294430.0,"35,64,61,711",41.50%,"50,18,32,719",58.50%,2015
7,Mission: Impossible 0 Rogue Nation,682714267.0,"19,50,42,377",28.60%,"48,76,71,890",71.40%,2015
8,The Hunger Games: Mockingjay 0 Part 2,653428261.0,"28,17,23,902",43.10%,"37,17,04,359",56.90%,2015
9,The Martian,630161890.0,"22,84,33,663",36.20%,"40,17,28,227",63.80%,2015
10,Fifty Shades of Grey,569651467.0,"16,61,67,230",29.20%,"40,34,84,237",70.80%,2015
11,Cinderella,542351353.0,"20,11,51,353",37.10%,"34,12,00,000",62.90%,2015
12,The Revenant,532950503.0,"18,36,37,894",34.50%,"34,93,12,609",65.50%,2015
13,Ant0Man,519311965.0,"18,02,02,163",34.70%,"33,91,09,802",65.30%,2015
14,Hotel Transylvania 2,474800000.0,"16,97,00,110",35.70%,"30,50,99,890",64.30%,2015
15,San Andreas,474590832.0,"15,51,90,832",32.70%,"31,94,00,000",67.30%,2015
16,Terminator Genisys,440603537.0,"8,97,60,956",20.40%,"35,08,42,581",79.60%,2015
17,Kingsman: The Secret Service,414351546.0,"12,82,61,724",31%,"28,60,89,822",69%,2015
18,Monster Hunt,387053506.0,"32,766",0,"38,70,20,740",100%,2015
19,Home,386041607.0,"17,73,97,510",46%,"20,86,44,097",54%,2015
20,Mad Max: Fury Road,379436354.0,"15,36,36,354",40.50%,"22,58,00,000",59.50%,2015
21,The Good Dinosaur,332207671.0,"12,30,87,120",37.10%,"20,91,20,551",62.90%,2015
22,Taken 3,326479141.0,"8,92,56,424",27.30%,"23,72,22,717",72.70%,2015
23,The SpongeBob Movie: Sponge Out of Water,325186032.0,"16,29,94,032",50.10%,"16,21,92,000",49.90%,2015
24,Maze Runner: The Scorch Trials,312296056.0,"8,16,97,192",26.20%,"23,05,98,864",73.80%,2015
25,The Divergent Series: Insurgent,297002527.0,"13,01,79,072",43.80%,"16,68,23,455",56.20%,2015
26,Pitch Perfect 2,287144079.0,"18,42,96,230",64.20%,"10,28,47,849",35.80%,2015
27,Mojin: The Lost Legend,259368448.0,"12,43,810",0.50%,"25,81,24,638",99.50%,2015
28,Lost in Hong Kong,256283912.0,"13,02,281",0.50%,"25,49,81,631",99.50%,2015
29,The Peanuts Movie,246233113.0,"13,01,78,411",52.90%,"11,60,54,702",47.10%,2015
30,Pixels,244874809.0,"7,87,47,585",32.20%,"16,61,27,224",67.80%,2015
31,Daddy's Home,242786137.0,"15,03,57,137",61.90%,"9,24,29,000",38.10%,2015
32,Spy,235666219.0,"11,08,25,712",47%,"12,48,40,507",53%,2015
33,Alvin and the Chipmunks: The Road Chip,234798636.0,"8,58,86,987",36.60%,"14,89,11,649",63.40%,2015
34,Goodbye Mr. Loser,228122928.0,"12,93,626",0.60%,"22,68,29,302",99.40%,2015
35,Ted 2,215863606.0,"8,14,76,385",37.70%,"13,43,87,221",62.30%,2015
36,Tomorrowland,209035668.0,"9,34,36,322",44.70%,"11,55,99,346",55.30%,2015
37,Everest,203427584.0,"4,34,82,270",21.40%,"15,99,45,314",78.60%,2015
38,Straight Outta Compton,201634991.0,"16,11,97,785",79.90%,"4,04,37,206",20.10%,2015
39,The Intern,194764672.0,"7,57,64,672",38.90%,"11,90,00,000",61.10%,2015
40,Jian Bing Man,186683536.0,0,0,"18,66,83,536",100%,2015
41,Jupiter Ascending,184287723.0,"4,73,87,723",25.70%,"13,69,00,000",74.30%,2015
42,Creed,174167581.0,"10,97,67,581",63%,"6,44,00,000",37%,2015
43,Fantastic Four,167882881.0,"5,61,17,548",33.40%,"11,17,65,333",66.60%,2015
44,Bridge of Spies,165478348.0,"7,23,13,754",43.70%,"9,31,64,594",56.30%,2015
45,From Vegas to Macau II,163877532.0,0,0,"16,38,77,532",100%,2015
46,Focus,159162963.0,"5,38,62,963",33.80%,"10,53,00,000",66.20%,2015
47,Goosebumps,158260952.0,"8,00,80,379",50.60%,"7,81,80,573",49.40%,2015
48,Ip Man 3,156954938.0,"26,79,437",1.70%,"15,42,75,501",98.30%,2015
49,The Hateful Eight,155760117.0,"5,41,17,416",34.70%,"10,16,42,701",65.30%,2015
50,Monkey King: Hero Is Back,153262397.0,0,0,"15,32,62,397",100%,2015
51,Gods of Egypt,150680864.0,"3,11,53,464",20.70%,"11,95,27,400",79.30%,2015
52,The Last Witch Hunter,146936910.0,"2,73,67,660",18.60%,"11,95,69,250",81.40%,2015
53,Trainwreck,140795793.0,"11,02,12,700",78.30%,"3,05,83,093",21.70%,2015
54,Mr. Six,139191345.0,"14,15,450",1%,"13,77,75,895",99%,2015
55,Point Break,133782481.0,"2,87,82,481",21.50%,"10,50,00,000",78.50%,2015
56,The Big Short,133440870.0,"7,02,59,870",52.70%,"6,31,81,000",47.30%,2015
57,Pan,128988320.0,"3,50,88,320",27.20%,"9,39,00,000",72.80%,2015
58,Detective Chinatown,125842935.0,"4,74,252",0.40%,"12,53,68,683",99.60%,2015
59,Wolf Totem,125837070.0,"2,10,591",0.20%,"12,56,26,479",99.80%,2015
60,Ride Along 2,124605297.0,"9,12,21,830",73.20%,"3,33,83,467",26.80%,2015
61,Magic Mike XXL,122613057.0,"6,60,13,057",53.80%,"5,66,00,000",46.20%,2015
62,Dragon Blade,122593849.0,"74,068",0,"12,25,19,781",99.90%,2015
63,Insidious: Chapter 3,112983889.0,"5,22,18,558",46.20%,"6,07,65,331",53.80%,2015
64,Get Hard,111811453.0,"9,04,11,453",80.90%,"2,14,00,000",19.10%,2015
65,The Man from U.N.C.L.E.,110045109.0,"4,54,45,109",41.30%,"6,46,00,000",58.70%,2015
66,The 5th Wave,109906372.0,"3,49,16,787",31.80%,"7,49,89,585",68.20%,2015
67,Paul Blart: Mall Cop 2,107588225.0,"7,10,38,190",66%,"3,65,50,035",34%,2015
68,Vacation,107228221.0,"5,88,84,188",54.90%,"4,83,44,033",45.10%,2015
69,Chronicles of the Ghostly Tribe,106380000.0,0,0,"10,63,80,000",100%,2015
70,Shaun the Sheep Movie,106209378.0,"1,93,75,982",18.20%,"8,68,33,396",81.80%,2015
71,Sisters,105011053.0,"8,70,44,645",82.90%,"1,79,66,408",17.10%,2015
72,Chappie,102811889.0,"3,15,69,268",30.70%,"7,12,42,621",69.30%,2015
73,Joy,101134059.0,"5,64,51,232",55.80%,"4,46,82,827",44.20%,2015
74,Black Mass,99975678.0,"6,25,75,678",62.60%,"3,74,00,000",37.40%,2015
75,Spotlight,98690254.0,"4,50,55,776",45.70%,"5,36,34,478",54.30%,2015
76,Devil and Angel,98599942.0,"1,31,058",0.10%,"9,84,68,884",99.90%,2015
77,The Visit,98450062.0,"6,52,06,105",66.20%,"3,32,43,957",33.80%,2015
78,The Little Prince,97571250.0,"13,39,152",1.40%,"9,62,32,098",98.60%,2015
79,Assassination,96119773.0,"19,04,682",2%,"9,42,15,091",98%,2015
80,Poltergeist,95437994.0,"4,74,25,125",49.70%,"4,80,12,869",50.30%,2015
81,Veteran,94393020.0,"12,00,627",1.30%,"9,31,92,393",98.70%,2015
82,In the Heart of the Sea,94320758.0,"2,50,20,758",26.50%,"6,93,00,000",73.50%,2015
83,Kill Zone 2,93638358.0,"11,998",0,"9,36,26,360",100%,2015
84,Southpaw,91970827.0,"5,24,21,953",57%,"3,95,48,874",43%,2015
85,The Second Best Exotic Marigold Hotel,85978266.0,"3,30,78,266",38.50%,"5,29,00,000",61.50%,2015
86,Paper Towns,85512300.0,"3,20,00,304",37.40%,"5,35,11,996",62.60%,2015
87,Sicario,84872444.0,"4,68,89,293",55.20%,"3,79,83,151",44.80%,2015
88,Our Times,83867493.0,0,0,"8,38,67,493",100%,2015
89,Suck Me Shakespeer 2,83027924.0,0,0,"8,30,27,924",100%,2015
90,Hitman: Agent 47,82347656.0,"2,24,67,450",27.30%,"5,98,80,206",72.70%,2015
91,Wolf Warrior,81411331.0,0,0,"8,14,11,331",100%,2015
92,Go Away Mr. Tumor,80606893.0,"2,86,639",0.40%,"8,03,20,254",99.60%,2015
93,The Wedding Ringer,79799880.0,"6,44,60,211",80.80%,"1,53,39,669",19.20%,2015
94,Paranormal Activity: The Ghost Dimension,78903124.0,"1,83,00,124",23.20%,"6,06,03,000",76.80%,2015
95,The Left Ear,78015473.0,0,0,"7,80,15,473",100%,2015
96,Tiny Times 4.0,77750000.0,0,0,"7,77,50,000",100%,2015
97,Bajrangi Bhaijaan,75547184.0,"81,78,001",10.80%,"6,73,69,183",89.20%,2015
98,War Room,73267874.0,"6,77,90,117",92.50%,"54,77,757",7.50%,2015
99,The Transporter Refueled,72629670.0,"1,60,29,670",22.10%,"5,66,00,000",77.90%,2015
100,Run All Night,71661644.0,"2,64,61,644",36.90%,"4,52,00,000",63.10%,2015
101,13 Hours: The Secret Soldiers of Benghazi,69411370.0,"5,28,53,219",76.10%,"1,65,58,151",23.90%,2015
102,Running Man,68782475.0,"3,10,978",0.50%,"6,84,71,497",99.50%,2015
103,A Violent Prosecutor,66736633.0,0,0,"6,67,36,633",100%,2015
104,The Age of Adaline,65663276.0,"4,26,29,776",64.90%,"2,30,33,500",35.10%,2015
105,Monk Comes Down the Mountain,64455686.0,0,0,"6,44,55,686",100%,2015
106,Zhongkui: Snow Girl and the Dark Crystal,64325947.0,"1,65,428",0.30%,"6,41,60,519",99.70%,2015
107,The Danish Girl,64191523.0,"1,11,14,018",17.30%,"5,30,77,505",82.70%,2015
108,The Boy,64188367.0,"3,58,19,556",55.80%,"2,83,68,811",44.20%,2015
109,The Hundred Regiments Offensive,63230000.0,0,0,"6,32,30,000",100%,2015
110,The Longest Ride,62944815.0,"3,74,46,117",59.50%,"2,54,98,698",40.50%,2015
111,Unfriended,62882090.0,"3,24,82,090",51.70%,"3,04,00,000",48.30%,2015
112,Brooklyn,62076141.0,"3,83,22,743",61.70%,"2,37,53,398",38.30%,2015
113,Dragon Ball Z: Resurrection 'F',61768190.0,"80,08,363",13%,"5,37,59,827",87%,2015
114,Woman in Gold,61619773.0,"3,33,07,793",54.10%,"2,83,11,980",45.90%,2015
115,Krampus,61548707.0,"4,27,25,475",69.40%,"1,88,23,232",30.60%,2015
116,The Perfect Guy,60273173.0,"5,70,27,435",94.60%,"32,45,738",5.40%,2015
117,Forever Young,59981902.0,"1,49,761",0.20%,"5,98,32,141",99.80%,2015
118,Miss Granny,59396311.0,"2,34,573",0.40%,"5,91,61,738",99.60%,2015
119,The Gift,58978653.0,"4,37,87,265",74.20%,"1,51,91,388",25.80%,2015
120,You Are My Sunshine,56640000.0,0,0,"5,66,40,000",100%,2015
121,No Escape,54418872.0,"2,72,88,872",50.10%,"2,71,30,000",49.90%,2015
122,Sinister 2,53329150.0,"2,77,40,955",52%,"2,55,88,195",48%,2015
123,Detective Conan: Sunflowers of Inferno,52920296.0,0,0,"5,29,20,296",100%,2015
124,Prem Ratan Dhan Payo,52715771.0,"43,64,639",8.30%,"4,83,51,132",91.70%,2015
125,The Boy Next Door,52425855.0,"3,54,23,380",67.60%,"1,70,02,475",32.40%,2015
126,The Night Before,52395996.0,"4,30,47,372",82.20%,"93,48,624",17.80%,2015
127,Hollywood Adventures,52265070.0,0,0,"5,22,65,070",100%,2015
128,"Yo0kai Watch Movie: It's the Secret of Birth, Meow!",51838845.0,"2,57,343",0.50%,"5,15,81,502",99.50%,2015
129,Hot Pursuit,51680201.0,"3,45,80,201",66.90%,"1,71,00,000",33.10%,2015
130,The Himalayas,50544493.0,"6,96,717",1.40%,"4,98,47,776",98.60%,2015
131,The Boy and the Beast,49714378.0,"4,90,643",1%,"4,92,23,735",99%,2015
132,Surprise,49567466.0,0,0,"4,95,67,466",100%,2015
133,Entourage,49263404.0,"3,23,63,404",65.70%,"1,69,00,000",34.30%,2015
134,The Woman in Black 2: Angel of Death,48854305.0,"2,65,01,323",54.20%,"2,23,52,982",45.80%,2015
135,Concussion,48623572.0,"3,45,42,474",71%,"1,40,81,098",29%,2015
136,Inside Men,47616503.0,0,0,"4,76,16,503",100%,2015
137,The Dead End,47600000.0,0,0,"4,76,00,000",100%,2015
138,Boonie Bears: A Mystical Winter,47581416.0,0,0,"4,75,81,416",100%,2015
139,Mortdecai,47275695.0,"76,96,134",16.30%,"3,95,79,561",83.70%,2015
140,Let's Get Married,45972724.0,"4,62,918",1%,"4,55,09,806",99%,2015
141,Somewhere Only We Know,45737711.0,"4,82,341",1.10%,"4,52,55,370",98.90%,2015
142,"McFarland, USA",45710059.0,"4,44,82,410",97.30%,"12,27,649",2.70%,2015
143,Hero,45565534.0,"88,675",0.20%,"4,54,76,859",99.80%,2015
144,Still Alice,44779195.0,"1,87,54,371",41.90%,"2,60,24,824",58.10%,2015
145,Max,43956255.0,"4,26,56,255",97%,"13,00,000",3%,2015
146,The DUFF,43709744.0,"3,40,30,343",77.90%,"96,79,401",22.10%,2015
147,Legend,42972994.0,"18,72,994",4.40%,"4,11,00,000",95.60%,2015
148,The Gallows,42964410.0,"2,27,64,410",53%,"2,02,00,000",47%,2015
149,Love the Coopers,42426912.0,"2,63,02,731",62%,"1,61,24,181",38%,2015
150,The Throne,42165755.0,0,0,"4,21,65,755",100%,2015
151,The Lady in the Van,41387687.0,"1,00,21,175",24.20%,"3,13,66,512",75.80%,2015
152,Ricki and the Flash,41325328.0,"2,68,22,144",64.90%,"1,45,03,184",35.10%,2015
153,Spanish Affair 2,40591862.0,0,0,"4,05,91,862",100%,2015
154,Carol,40272135.0,"1,27,11,491",31.60%,"2,75,60,644",68.40%,2015
155,Northern Limit Line,40034677.0,"3,37,907",0.80%,"3,96,96,770",99.20%,2015
156,Ex0Files 2: The Backup Strikes Back,39108291.0,0,0,"3,91,08,291",100%,2015
157,Criminal,38803993.0,"1,47,08,696",37.90%,"2,40,95,297",62.10%,2015
158,Boruto: Naruto the Movie,38362448.0,"9,19,651",2.40%,"3,74,42,797",97.60%,2015
159,The Lazarus Effect,38356892.0,"2,58,01,570",67.30%,"1,25,55,322",32.70%,2015
160,Helios,37938005.0,0,0,"3,79,38,005",100%,2015
161,A Walk in the Woods,37461274.0,"2,95,04,281",78.80%,"79,56,993",21.20%,2015
162,Ex Machina,36869414.0,"2,54,42,958",69%,"1,14,26,456",31%,2015
163,Burnt,36606743.0,"1,36,51,946",37.30%,"2,29,54,797",62.70%,2015
164,The Priests,36577134.0,"1,85,093",0.50%,"3,63,92,041",99.50%,2015
165,The New Adventures of Aladdin,35771820.0,0,0,"3,57,71,820",100%,2015
166,Heidi,35755670.0,0,0,"3,57,55,670",100%,2015
167,Room,35401758.0,"1,46,77,654",41.50%,"2,07,24,104",58.50%,2015
168,Lost and Love,34930177.0,"1,88,817",0.50%,"3,47,41,360",99.50%,2015
169,Secret in Their Eyes,34854990.0,"2,01,80,155",57.90%,"1,46,74,835",42.10%,2015
170,"Dad, Where Are We Going 2",34840000.0,0,0,"3,48,40,000",100%,2015
171,Doraemon: Nobita no Uchû Eiyûki,34811747.0,0,0,"3,48,11,747",100%,2015
172,Steve Jobs,34441873.0,"1,77,66,658",51.60%,"1,66,75,215",48.40%,2015
173,Victor Frankenstein,34227298.0,"57,75,076",16.90%,"2,84,52,222",83.10%,2015
174,The Witness,33963557.0,"4,18,063",1.20%,"3,35,45,494",98.80%,2015
175,Project Almanac,33213241.0,"2,23,48,241",67.30%,"1,08,65,000",32.70%,2015
176,Dilwale,31994323.0,"48,71,263",15.20%,"2,71,23,060",84.80%,2015
177,Suffragette,31972096.0,"47,02,420",14.70%,"2,72,69,676",85.30%,2015
178,Self/less,31807156.0,"1,22,79,691",38.60%,"1,95,27,465",61.40%,2015
179,Saving Mr. Wu,31222161.0,"92,696",0.30%,"3,11,29,465",99.70%,2015
180,Attack on Titan Part 1,30810658.0,"4,49,523",1.50%,"3,03,61,135",98.50%,2015
181,A Man Called Ove,30692889.0,"34,79,315",11.30%,"2,72,13,574",88.70%,2015
182,Far from the Madding Crowd,30229977.0,"1,22,36,500",40.50%,"1,79,93,477",59.50%,2015
183,Mr. Holmes,29355203.0,"1,77,37,646",60.40%,"1,16,17,557",39.60%,2015
184,Love & Mercy,28641776.0,"1,25,51,031",43.80%,"1,60,90,745",56.20%,2015
185,Flying Colors,28525563.0,0,0,"2,85,25,563",100%,2015
186,Triumph in the Skies,28085162.0,0,0,"2,80,85,162",100%,2015
187,The 33,27972023.0,"1,22,27,722",43.70%,"1,57,44,301",56.30%,2015
188,Bride Wars,27670000.0,0,0,"2,76,70,000",100%,2015
189,Irrational Man,27391084.0,"40,30,360",14.70%,"2,33,60,724",85.30%,2015
190,Detective K: Secret of the Lost Island,27387870.0,"1,85,367",0.70%,"2,72,02,503",99.30%,2015
191,To the Fore,27267799.0,0,0,"2,72,67,799",100%,2015
192,American Ultra,27262374.0,"1,44,40,985",53%,"1,28,21,389",47%,2015
193,Orange,26261536.0,0,0,"2,62,61,536",100%,2015
194,Aloha,26250020.0,"2,10,67,116",80.30%,"51,82,904",19.70%,2015
195,Huevos: Little Rooster's Egg0cellent Adventure,25892561.0,"90,80,818",35.10%,"1,68,11,743",64.90%,2015
196,Dügün Dernek 2: Sünnet,25836668.0,0,0,"2,58,36,668",100%,2015
197,Look Who's Back,25513752.0,0,0,"2,55,13,752",100%,2015
198,Serial Teachers 2,25364150.0,0,0,"2,53,64,150",100%,2015
199,Wild City,24817852.0,"34,866",0.10%,"2,47,82,986",99.90%,2015
0,Captain America: Civil War,1153296293.0,"40,80,84,349",35.40%,"74,52,11,944",64.60%,2016
1,Rogue One: A Star Wars Story,1056057273.0,"53,21,77,324",50.40%,"52,38,79,949",49.60%,2016
2,Finding Dory,1028570889.0,"48,62,95,561",47.30%,"54,22,75,328",52.70%,2016
3,Zootopia,1023784195.0,"34,12,68,248",33.30%,"68,25,15,947",66.70%,2016
4,The Jungle Book,966550600.0,"36,40,01,123",37.70%,"60,25,49,477",62.30%,2016
5,The Secret Life of Pets,875697467.0,"36,86,23,860",42.10%,"50,70,73,607",57.90%,2016
6,Batman v Superman: Dawn of Justice,874360194.0,"33,03,60,194",37.80%,"54,40,00,000",62.20%,2016
7,Fantastic Beasts and Where to Find Them,816037575.0,"23,40,37,575",28.70%,"58,20,00,000",71.30%,2016
8,Deadpool,782612155.0,"36,30,70,709",46.40%,"41,95,41,446",53.60%,2016
9,Suicide Squad,749200054.0,"32,51,00,054",43.40%,"42,41,00,000",56.60%,2016
10,Doctor Strange,677718395.0,"23,26,41,920",34.30%,"44,50,76,475",65.70%,2016
11,Moana,643331111.0,"24,87,57,044",38.70%,"39,45,74,067",61.30%,2016
12,Sing,634151679.0,"27,03,95,425",42.60%,"36,37,56,254",57.40%,2016
13,The Mermaid,553810228.0,"32,32,685",0.60%,"55,05,77,543",99.40%,2016
14,X0Men: Apocalypse,543934105.0,"15,54,42,489",28.60%,"38,84,91,616",71.40%,2016
15,Kung Fu Panda 3,521170825.0,"14,35,28,619",27.50%,"37,76,42,206",72.50%,2016
16,La La Land,447407695.0,"15,11,01,803",33.80%,"29,63,05,892",66.20%,2016
17,Warcraft,439048914.0,"4,73,65,290",10.80%,"39,16,83,624",89.20%,2016
18,Jason Bourne,415484914.0,"16,24,34,410",39.10%,"25,30,50,504",60.90%,2016
19,Ice Age: Collision Course,408579038.0,"6,40,63,008",15.70%,"34,45,16,030",84.30%,2016
20,Independence Day: Resurgence,389681935.0,"10,31,44,286",26.50%,"28,65,37,649",73.50%,2016
21,Your Name.,357986087.0,"50,17,246",1.40%,"35,29,68,841",98.60%,2016
22,The Legend of Tarzan,357243061.0,"12,66,43,061",35.50%,"23,06,00,000",64.50%,2016
23,The Angry Birds Movie,352333929.0,"10,75,09,366",30.50%,"24,48,24,563",69.50%,2016
24,Trolls,347013487.0,"15,38,56,089",44.30%,"19,31,57,398",55.70%,2016
25,Star Trek Beyond,343471816.0,"15,88,48,340",46.20%,"18,46,23,476",53.80%,2016
26,The Great Wall,334933831.0,"4,55,40,830",13.60%,"28,93,93,001",86.40%,2016
27,Now You See Me 2,334897606.0,"6,50,75,540",19.40%,"26,98,22,066",80.60%,2016
28,The Conjuring 2,321370008.0,"10,24,70,008",31.90%,"21,89,00,000",68.10%,2016
29,Resident Evil: The Final Chapter,312242626.0,"2,68,30,068",8.60%,"28,54,12,558",91.40%,2016
30,Dangal,303723636.0,"1,23,91,761",4.10%,"29,13,31,875",95.90%,2016
31,Passengers,303144152.0,"10,00,14,699",33%,"20,31,29,453",67%,2016
32,Alice Through the Looking Glass,299457024.0,"7,70,41,381",25.70%,"22,24,15,643",74.30%,2016
33,Miss Peregrine's Home for Peculiar Children,296482446.0,"8,72,42,834",29.40%,"20,92,39,612",70.60%,2016
34,Teenage Mutant Ninja Turtles: Out of the Shadows,245623848.0,"8,20,51,601",33.40%,"16,35,72,247",66.60%,2016
35,Sully,243870033.0,"12,50,70,033",51.30%,"11,88,00,000",48.70%,2016
36,Assassin's Creed,240697856.0,"5,46,47,948",22.70%,"18,60,49,908",77.30%,2016
37,Hidden Figures,235956898.0,"16,96,07,287",71.90%,"6,63,49,611",28.10%,2016
38,Ghostbusters,229147509.0,"12,83,50,574",56%,"10,07,96,935",44%,2016
39,Inferno,220021259.0,"3,43,43,574",15.60%,"18,56,77,685",84.40%,2016
40,Central Intelligence,216940871.0,"12,74,40,871",58.70%,"8,95,00,000",41.30%,2016
41,Bridget Jones's Baby,211952420.0,"2,42,52,420",11.40%,"18,77,00,000",88.60%,2016
42,Me Before You,208445075.0,"5,62,45,075",27%,"15,22,00,000",73%,2016
43,London Has Fallen,205754447.0,"6,25,24,260",30.40%,"14,32,30,187",69.60%,2016
44,Arrival,203388186.0,"10,05,46,139",49.40%,"10,28,42,047",50.60%,2016
45,The BFG,195243411.0,"5,54,83,770",28.40%,"13,97,59,641",71.60%,2016
46,The Monkey King 2,193678298.0,"7,09,982",0.40%,"19,29,68,316",99.60%,2016
47,Bad Moms,183936074.0,"11,32,57,297",61.60%,"7,06,78,777",38.40%,2016
48,Storks,183679278.0,"7,26,79,278",39.60%,"11,10,00,000",60.40%,2016
49,From Vegas to Macau III,181732879.0,0,0,"18,17,32,879",100%,2016
50,Hacksaw Ridge,180563636.0,"6,72,09,615",37.20%,"11,33,54,021",62.80%,2016
51,Allegiant,179246868.0,"6,61,84,051",36.90%,"11,30,62,817",63.10%,2016
52,Operation Mekong,173839072.0,"8,00,012",0.50%,"17,30,39,060",99.50%,2016
53,The Girl on the Train,173185859.0,"7,53,95,035",43.50%,"9,77,90,824",56.50%,2016
54,The Huntsman: Winter's War,164989338.0,"4,83,90,190",29.30%,"11,65,99,148",70.70%,2016
55,The Magnificent Seven,162360636.0,"9,34,32,655",57.50%,"6,89,27,981",42.50%,2016
56,Jack Reacher: Never Go Back,162146076.0,"5,86,97,076",36.20%,"10,34,49,000",63.80%,2016
57,Don't Breathe,157761002.0,"8,92,17,875",56.60%,"6,85,43,127",43.40%,2016
58,The Accountant,155560045.0,"8,62,60,045",55.50%,"6,93,00,000",44.50%,2016
59,Lights Out,149368835.0,"6,72,68,835",45%,"8,21,00,000",55%,2016
60,Time Raiders,145819137.0,0,0,"14,58,19,137",100%,2016
61,Pete's Dragon,143695338.0,"7,62,33,151",53.10%,"6,74,62,187",46.90%,2016
62,Sausage Party,140705322.0,"9,76,85,686",69.40%,"4,30,19,636",30.60%,2016
63,Lion,140312928.0,"5,17,38,905",36.90%,"8,85,74,023",63.10%,2016
64,Skiptrace,136579287.0,0,0,"13,65,79,287",100%,2016
65,Mechanic: Resurrection,125729635.0,"2,12,18,403",16.90%,"10,45,11,232",83.10%,2016
66,Deepwater Horizon,121790373.0,"6,14,33,527",50.40%,"6,03,56,846",49.60%,2016
67,Allied,119520023.0,"4,00,98,064",33.50%,"7,94,21,959",66.50%,2016
68,I Belonged to You,119107580.0,"7,44,541",0.60%,"11,83,63,039",99.40%,2016
69,The Shallows,119100758.0,"5,51,24,043",46.30%,"6,39,76,715",53.70%,2016
70,The Purge: Election Year,118587880.0,"7,92,13,375",66.80%,"3,93,74,505",33.20%,2016
71,Why Him?,118102725.0,"6,03,23,786",51.10%,"5,77,78,939",48.90%,2016
72,Book of Love,114679097.0,0,0,"11,46,79,097",100%,2016
73,Office Christmas Party,114501299.0,"5,47,67,494",47.80%,"5,97,33,805",52.20%,2016
74,How to Be Single,112543513.0,"4,68,43,513",41.60%,"6,57,00,000",58.40%,2016
75,10 Cloverfield Lane,110216998.0,"7,20,82,998",65.40%,"3,81,34,000",34.60%,2016
76,Neighbors 2: Sorority Rising,108007109.0,"5,54,55,765",51.30%,"5,25,51,344",48.70%,2016
77,Cold War 2,103197501.0,"5,60,824",0.50%,"10,26,36,677",99.50%,2016
78,Railroad Tigers,102205175.0,"2,18,044",0.20%,"10,19,87,131",99.80%,2016
79,Some Like It Hot,95721752.0,"1,00,026",0.10%,"9,56,21,726",99.90%,2016
80,Dirty Grandpa,94073028.0,"3,55,93,113",37.80%,"5,84,79,915",62.20%,2016
81,Ben0Hur,94061311.0,"2,64,10,477",28.10%,"6,76,50,834",71.90%,2016
82,Money Monster,93282604.0,"4,10,12,075",44%,"5,22,70,529",56%,2016
83,Train to Busan,92742323.0,"21,29,768",2.30%,"9,06,12,555",97.70%,2016
84,My Big Fat Greek Wedding 2,90632641.0,"5,96,89,605",65.90%,"3,09,43,036",34.10%,2016
